,sentence1,sentence2,score,label,label_name,emoji_list,shuffled_sentence2,shuffled_emoji_list,num_emojis,is_repeating_emojis
1836,critical shortage,[EM]SOS button[EM]battery[EM],0.1,2,semineg_text,"[':SOS_button:', ':battery:']",[EM]battery[EM]SOS button[EM],"[':battery:', ':SOS_button:']",2,False
1837,critical shortage,[EM]one-thirty[EM]cold face[EM],0.05,3,randneg_text,"[':one-thirty:', ':cold_face:']",[EM]cold face[EM]one-thirty[EM],"[':cold_face:', ':one-thirty:']",2,False
1838,critical element,[EM]old key[EM]warning[EM]warning[EM],1.0,0,emoji_annotations_text,"[':old_key:', ':warning:', ':warning:']",[EM]warning[EM]old key[EM]warning[EM],"[':warning:', ':old_key:', ':warning:']",3,False
1839,critical element,[EM]fire[EM]droplet[EM]snowflake[EM]high voltage[EM]dragon[EM],1.0,0,emoji_annotations_text,"[':fire:', ':droplet:', ':snowflake:', ':high_voltage:', ':dragon:']",[EM]droplet[EM]fire[EM]snowflake[EM]high voltage[EM]dragon[EM],"[':droplet:', ':fire:', ':snowflake:', ':high_voltage:', ':dragon:']",5,False
1840,critical element,[EM]red exclamation mark[EM]person walking[EM],1.0,0,emoji_annotations_text,"[':red_exclamation_mark:', ':person_walking:']",[EM]person walking[EM]red exclamation mark[EM],"[':person_walking:', ':red_exclamation_mark:']",2,False
1841,critical element,[EM]double exclamation mark[EM]rescue worker’s helmet[EM],1.0,0,emoji_annotations_text,"[':double_exclamation_mark:', ':rescue_worker’s_helmet:']",[EM]rescue worker’s helmet[EM]double exclamation mark[EM],"[':rescue_worker’s_helmet:', ':double_exclamation_mark:']",2,False
1842,critical element,[EM]police car light[EM]police car light[EM],1.0,0,emoji_annotations_text,"[':police_car_light:', ':police_car_light:']",[EM]police car light[EM]police car light[EM],"[':police_car_light:', ':police_car_light:']",2,True
1843,critical element,[EM]atom symbol[EM]petri dish[EM]double exclamation mark[EM],1.0,0,emoji_annotations_text,"[':atom_symbol:', ':petri_dish:', ':double_exclamation_mark:']",[EM]petri dish[EM]atom symbol[EM]double exclamation mark[EM],"[':petri_dish:', ':atom_symbol:', ':double_exclamation_mark:']",3,False
1844,critical element,[EM]Japanese bargain button[EM]SOS button[EM],1.0,0,emoji_annotations_text,"[':Japanese_bargain_button:', ':SOS_button:']",[EM]SOS button[EM]Japanese bargain button[EM],"[':SOS_button:', ':Japanese_bargain_button:']",2,False
1845,critical element,[EM]woman scientist[EM]red exclamation mark[EM],1.0,0,emoji_annotations_text,"[':woman_scientist:', ':red_exclamation_mark:']",[EM]red exclamation mark[EM]woman scientist[EM],"[':red_exclamation_mark:', ':woman_scientist:']",2,False
1846,critical element,[EM]unamused face[EM]radio button[EM],0.5,1,baseline_text,"[':unamused_face:', ':radio_button:']",[EM]radio button[EM]unamused face[EM],"[':radio_button:', ':unamused_face:']",2,False
1847,critical element,[EM]unamused face[EM]thermometer[EM],0.1,2,semineg_text,"[':unamused_face:', ':thermometer:']",[EM]thermometer[EM]unamused face[EM],"[':thermometer:', ':unamused_face:']",2,False
1848,critical element,[EM]unamused face[EM]sun behind large cloud[EM],0.1,2,semineg_text,"[':unamused_face:', ':sun_behind_large_cloud:']",[EM]sun behind large cloud[EM]unamused face[EM],"[':sun_behind_large_cloud:', ':unamused_face:']",2,False
1849,critical element,[EM]unamused face[EM]person bouncing ball[EM],0.1,2,semineg_text,"[':unamused_face:', ':person_bouncing_ball:']",[EM]person bouncing ball[EM]unamused face[EM],"[':person_bouncing_ball:', ':unamused_face:']",2,False
1850,critical element,[EM]unamused face[EM]thermometer[EM],0.1,2,semineg_text,"[':unamused_face:', ':thermometer:']",[EM]thermometer[EM]unamused face[EM],"[':thermometer:', ':unamused_face:']",2,False
1851,critical element,[EM]unamused face[EM],0.1,2,semineg_text,[':unamused_face:'],[EM]unamused face[EM],[':unamused_face:'],1,False
1852,critical element,[EM]SOS button[EM]right arrow curving left[EM],0.1,2,semineg_text,"[':SOS_button:', ':right_arrow_curving_left:']",[EM]right arrow curving left[EM]SOS button[EM],"[':right_arrow_curving_left:', ':SOS_button:']",2,False
1853,critical element,[EM]SOS button[EM]battery[EM],0.1,2,semineg_text,"[':SOS_button:', ':battery:']",[EM]battery[EM]SOS button[EM],"[':battery:', ':SOS_button:']",2,False
1854,critical element,[EM]family man woman boy boy[EM]kiss mark[EM],0.05,3,randneg_text,"[':family_man_woman_boy_boy:', ':kiss_mark:']",[EM]kiss mark[EM]family man woman boy boy[EM],"[':kiss_mark:', ':family_man_woman_boy_boy:']",2,False
1855,immediate reply,[EM]dashing away[EM]dashing away[EM]repeat button[EM]speech balloon[EM],1.0,0,emoji_annotations_text,"[':dashing_away:', ':dashing_away:', ':repeat_button:', ':speech_balloon:']",[EM]dashing away[EM]dashing away[EM]repeat button[EM]speech balloon[EM],"[':dashing_away:', ':dashing_away:', ':repeat_button:', ':speech_balloon:']",4,False
1856,immediate reply,[EM]red exclamation mark[EM]outbox tray[EM],1.0,0,emoji_annotations_text,"[':red_exclamation_mark:', ':outbox_tray:']",[EM]outbox tray[EM]red exclamation mark[EM],"[':outbox_tray:', ':red_exclamation_mark:']",2,False
1857,immediate reply,[EM]fast-forward button[EM]telephone receiver[EM]mobile phone[EM],1.0,0,emoji_annotations_text,"[':fast-forward_button:', ':telephone_receiver:', ':mobile_phone:']",[EM]telephone receiver[EM]fast-forward button[EM]mobile phone[EM],"[':telephone_receiver:', ':fast-forward_button:', ':mobile_phone:']",3,False
1858,immediate reply,[EM]SOON arrow[EM]incoming envelope[EM],1.0,0,emoji_annotations_text,"[':SOON_arrow:', ':incoming_envelope:']",[EM]incoming envelope[EM]SOON arrow[EM],"[':incoming_envelope:', ':SOON_arrow:']",2,False
1859,immediate reply,[EM]police car light[EM]mobile phone with arrow[EM],1.0,0,emoji_annotations_text,"[':police_car_light:', ':mobile_phone_with_arrow:']",[EM]mobile phone with arrow[EM]police car light[EM],"[':mobile_phone_with_arrow:', ':police_car_light:']",2,False
1860,immediate reply,[EM]man running[EM]telephone receiver[EM]thought balloon[EM],1.0,0,emoji_annotations_text,"[':man_running:', ':telephone_receiver:', ':thought_balloon:']",[EM]telephone receiver[EM]man running[EM]thought balloon[EM],"[':telephone_receiver:', ':man_running:', ':thought_balloon:']",3,False
1861,immediate reply,[EM]fast-forward button[EM]incoming envelope[EM],1.0,0,emoji_annotations_text,"[':fast-forward_button:', ':incoming_envelope:']",[EM]incoming envelope[EM]fast-forward button[EM],"[':incoming_envelope:', ':fast-forward_button:']",2,False
1862,immediate reply,[EM]stopwatch[EM]mobile phone with arrow[EM],1.0,0,emoji_annotations_text,"[':stopwatch:', ':mobile_phone_with_arrow:']",[EM]mobile phone with arrow[EM]stopwatch[EM],"[':mobile_phone_with_arrow:', ':stopwatch:']",2,False
1863,immediate reply,[EM]SOS button[EM]right arrow curving left[EM],0.5,1,baseline_text,"[':SOS_button:', ':right_arrow_curving_left:']",[EM]right arrow curving left[EM]SOS button[EM],"[':right_arrow_curving_left:', ':SOS_button:']",2,False
1864,immediate reply,[EM]unamused face[EM]thermometer[EM],0.1,2,semineg_text,"[':unamused_face:', ':thermometer:']",[EM]thermometer[EM]unamused face[EM],"[':thermometer:', ':unamused_face:']",2,False
1865,immediate reply,[EM]unamused face[EM]sun behind large cloud[EM],0.1,2,semineg_text,"[':unamused_face:', ':sun_behind_large_cloud:']",[EM]sun behind large cloud[EM]unamused face[EM],"[':sun_behind_large_cloud:', ':unamused_face:']",2,False
1866,immediate reply,[EM]unamused face[EM]person bouncing ball[EM],0.1,2,semineg_text,"[':unamused_face:', ':person_bouncing_ball:']",[EM]person bouncing ball[EM]unamused face[EM],"[':person_bouncing_ball:', ':unamused_face:']",2,False
1867,immediate reply,[EM]unamused face[EM]thermometer[EM],0.1,2,semineg_text,"[':unamused_face:', ':thermometer:']",[EM]thermometer[EM]unamused face[EM],"[':thermometer:', ':unamused_face:']",2,False
1868,immediate reply,[EM]unamused face[EM],0.1,2,semineg_text,[':unamused_face:'],[EM]unamused face[EM],[':unamused_face:'],1,False
1869,immediate reply,[EM]unamused face[EM]radio button[EM],0.1,2,semineg_text,"[':unamused_face:', ':radio_button:']",[EM]radio button[EM]unamused face[EM],"[':radio_button:', ':unamused_face:']",2,False
1870,immediate reply,[EM]SOS button[EM]battery[EM],0.1,2,semineg_text,"[':SOS_button:', ':battery:']",[EM]battery[EM]SOS button[EM],"[':battery:', ':SOS_button:']",2,False
1871,immediate reply,[EM]person with white cane light skin tone[EM]Israel[EM],0.05,3,randneg_text,"[':person_with_white_cane_light_skin_tone:', ':Israel:']",[EM]Israel[EM]person with white cane light skin tone[EM],"[':Israel:', ':person_with_white_cane_light_skin_tone:']",2,False
1872,immediate influence,[EM]dashing away[EM]dashing away[EM]man standing[EM]shuffle tracks button[EM]woman standing[EM],1.0,0,emoji_annotations_text,"[':dashing_away:', ':dashing_away:', ':man_standing:', ':shuffle_tracks_button:', ':woman_standing:']",[EM]dashing away[EM]dashing away[EM]man standing[EM]shuffle tracks button[EM]woman standing[EM],"[':dashing_away:', ':dashing_away:', ':man_standing:', ':shuffle_tracks_button:', ':woman_standing:']",5,False
1873,immediate influence,[EM]woman dancing[EM]man dancing[EM]person raising hand[EM]woman raising hand[EM]man raising hand[EM],1.0,0,emoji_annotations_text,"[':woman_dancing:', ':man_dancing:', ':person_raising_hand:', ':woman_raising_hand:', ':man_raising_hand:']",[EM]man dancing[EM]woman dancing[EM]person raising hand[EM]woman raising hand[EM]man raising hand[EM],"[':man_dancing:', ':woman_dancing:', ':person_raising_hand:', ':woman_raising_hand:', ':man_raising_hand:']",5,False
1874,immediate influence,[EM]fast-forward button[EM]woman judge[EM]man judge[EM],1.0,0,emoji_annotations_text,"[':fast-forward_button:', ':woman_judge:', ':man_judge:']",[EM]woman judge[EM]fast-forward button[EM]man judge[EM],"[':woman_judge:', ':fast-forward_button:', ':man_judge:']",3,False
1875,immediate influence,[EM]SOON arrow[EM]family man woman girl boy[EM],1.0,0,emoji_annotations_text,"[':SOON_arrow:', ':family_man_woman_girl_boy:']",[EM]family man woman girl boy[EM]SOON arrow[EM],"[':family_man_woman_girl_boy:', ':SOON_arrow:']",2,False
1876,immediate influence,[EM]woman bowing light skin tone[EM]woman bowing light skin tone[EM],1.0,0,emoji_annotations_text,"[':woman_bowing_light_skin_tone:', ':woman_bowing_light_skin_tone:']",[EM]woman bowing light skin tone[EM]woman bowing light skin tone[EM],"[':woman_bowing_light_skin_tone:', ':woman_bowing_light_skin_tone:']",2,True
1877,immediate influence,[EM]man police officer[EM]backhand index pointing down[EM]folded hands[EM]handshake[EM],1.0,0,emoji_annotations_text,"[':man_police_officer:', ':backhand_index_pointing_down:', ':folded_hands:', ':handshake:']",[EM]backhand index pointing down[EM]man police officer[EM]folded hands[EM]handshake[EM],"[':backhand_index_pointing_down:', ':man_police_officer:', ':folded_hands:', ':handshake:']",4,False
1878,immediate influence,[EM]TOP arrow[EM]TOP arrow[EM],1.0,0,emoji_annotations_text,"[':TOP_arrow:', ':TOP_arrow:']",[EM]TOP arrow[EM]TOP arrow[EM],"[':TOP_arrow:', ':TOP_arrow:']",2,True
1879,immediate influence,[EM]people holding hands[EM]left-right arrow[EM]red exclamation mark[EM],1.0,0,emoji_annotations_text,"[':people_holding_hands:', ':left-right_arrow:', ':red_exclamation_mark:']",[EM]left-right arrow[EM]people holding hands[EM]red exclamation mark[EM],"[':left-right_arrow:', ':people_holding_hands:', ':red_exclamation_mark:']",3,False
1880,immediate influence,[EM]SOS button[EM]battery[EM],0.5,1,baseline_text,"[':SOS_button:', ':battery:']",[EM]battery[EM]SOS button[EM],"[':battery:', ':SOS_button:']",2,False
1881,immediate influence,[EM]unamused face[EM]thermometer[EM],0.1,2,semineg_text,"[':unamused_face:', ':thermometer:']",[EM]thermometer[EM]unamused face[EM],"[':thermometer:', ':unamused_face:']",2,False
1882,immediate influence,[EM]unamused face[EM]sun behind large cloud[EM],0.1,2,semineg_text,"[':unamused_face:', ':sun_behind_large_cloud:']",[EM]sun behind large cloud[EM]unamused face[EM],"[':sun_behind_large_cloud:', ':unamused_face:']",2,False
1883,immediate influence,[EM]unamused face[EM]person bouncing ball[EM],0.1,2,semineg_text,"[':unamused_face:', ':person_bouncing_ball:']",[EM]person bouncing ball[EM]unamused face[EM],"[':person_bouncing_ball:', ':unamused_face:']",2,False
1884,immediate influence,[EM]unamused face[EM]thermometer[EM],0.1,2,semineg_text,"[':unamused_face:', ':thermometer:']",[EM]thermometer[EM]unamused face[EM],"[':thermometer:', ':unamused_face:']",2,False
1885,immediate influence,[EM]unamused face[EM],0.1,2,semineg_text,[':unamused_face:'],[EM]unamused face[EM],[':unamused_face:'],1,False
1886,immediate influence,[EM]unamused face[EM]radio button[EM],0.1,2,semineg_text,"[':unamused_face:', ':radio_button:']",[EM]radio button[EM]unamused face[EM],"[':radio_button:', ':unamused_face:']",2,False
1887,immediate influence,[EM]SOS button[EM]right arrow curving left[EM],0.1,2,semineg_text,"[':SOS_button:', ':right_arrow_curving_left:']",[EM]right arrow curving left[EM]SOS button[EM],"[':right_arrow_curving_left:', ':SOS_button:']",2,False
1888,immediate influence,[EM]six o’clock[EM]cyclone[EM],0.05,3,randneg_text,"[':six_o’clock:', ':cyclone:']",[EM]cyclone[EM]six o’clock[EM],"[':cyclone:', ':six_o’clock:']",2,False
1889,thin oil,[EM]oil drum[EM],1.0,0,emoji_annotations_text,[':oil_drum:'],[EM]oil drum[EM],[':oil_drum:'],1,False
1890,thin oil,[EM]hot springs[EM]diya lamp[EM],1.0,0,emoji_annotations_text,"[':hot_springs:', ':diya_lamp:']",[EM]diya lamp[EM]hot springs[EM],"[':diya_lamp:', ':hot_springs:']",2,False
1891,thin oil,[EM]pinching hand[EM]diya lamp[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':diya_lamp:']",[EM]diya lamp[EM]pinching hand[EM],"[':diya_lamp:', ':pinching_hand:']",2,False
1892,thin oil,[EM]droplet[EM]diya lamp[EM],1.0,0,emoji_annotations_text,"[':droplet:', ':diya_lamp:']",[EM]diya lamp[EM]droplet[EM],"[':diya_lamp:', ':droplet:']",2,False
1893,thin oil,[EM]pinching hand[EM]oil drum[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':oil_drum:']",[EM]oil drum[EM]pinching hand[EM],"[':oil_drum:', ':pinching_hand:']",2,False
1894,thin oil,[EM]pinching hand[EM]tumbler glass[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':tumbler_glass:']",[EM]tumbler glass[EM]pinching hand[EM],"[':tumbler_glass:', ':pinching_hand:']",2,False
1895,thin oil,[EM]pinching hand[EM]straight ruler[EM]oil drum[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':straight_ruler:', ':oil_drum:']",[EM]straight ruler[EM]pinching hand[EM]oil drum[EM],"[':straight_ruler:', ':pinching_hand:', ':oil_drum:']",3,False
1896,thin oil,[EM]pinching hand[EM]man cook[EM]oil drum[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':man_cook:', ':oil_drum:']",[EM]man cook[EM]pinching hand[EM]oil drum[EM],"[':man_cook:', ':pinching_hand:', ':oil_drum:']",3,False
1897,thin oil,[EM]cocktail glass[EM]oil drum[EM],0.5,1,baseline_text,"[':cocktail_glass:', ':oil_drum:']",[EM]oil drum[EM]cocktail glass[EM],"[':oil_drum:', ':cocktail_glass:']",2,False
1898,thin oil,[EM]cocktail glass[EM]spoon[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':spoon:']",[EM]spoon[EM]cocktail glass[EM],"[':spoon:', ':cocktail_glass:']",2,False
1899,thin oil,[EM]cocktail glass[EM]helicopter[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':helicopter:']",[EM]helicopter[EM]cocktail glass[EM],"[':helicopter:', ':cocktail_glass:']",2,False
1900,thin oil,[EM]cocktail glass[EM]left-right arrow[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':left-right_arrow:']",[EM]left-right arrow[EM]cocktail glass[EM],"[':left-right_arrow:', ':cocktail_glass:']",2,False
1901,thin oil,[EM]goblin[EM]spoon[EM],0.1,2,semineg_text,"[':goblin:', ':spoon:']",[EM]spoon[EM]goblin[EM],"[':spoon:', ':goblin:']",2,False
1902,thin oil,[EM]goblin[EM]cigarette[EM],0.1,2,semineg_text,"[':goblin:', ':cigarette:']",[EM]cigarette[EM]goblin[EM],"[':cigarette:', ':goblin:']",2,False
1903,thin oil,[EM]goblin[EM]ice cream[EM],0.1,2,semineg_text,"[':goblin:', ':ice_cream:']",[EM]ice cream[EM]goblin[EM],"[':ice_cream:', ':goblin:']",2,False
1904,thin oil,[EM]goblin[EM]fog[EM],0.1,2,semineg_text,"[':goblin:', ':fog:']",[EM]fog[EM]goblin[EM],"[':fog:', ':goblin:']",2,False
1905,thin oil,[EM]princess light skin tone[EM]person medium-light skin tone bald[EM],0.05,3,randneg_text,"[':princess_light_skin_tone:', ':person_medium-light_skin_tone_bald:']",[EM]person medium-light skin tone bald[EM]princess light skin tone[EM],"[':person_medium-light_skin_tone_bald:', ':princess_light_skin_tone:']",2,False
1906,thin soup,[EM]pot of food[EM]thumbs down[EM],1.0,0,emoji_annotations_text,"[':pot_of_food:', ':thumbs_down:']",[EM]thumbs down[EM]pot of food[EM],"[':thumbs_down:', ':pot_of_food:']",2,False
1907,thin soup,[EM]hot springs[EM],1.0,0,emoji_annotations_text,[':hot_springs:'],[EM]hot springs[EM],[':hot_springs:'],1,False
1908,thin soup,[EM]droplet[EM]canned food[EM],1.0,0,emoji_annotations_text,"[':droplet:', ':canned_food:']",[EM]canned food[EM]droplet[EM],"[':canned_food:', ':droplet:']",2,False
1909,thin soup,[EM]sweat droplets[EM]sweat droplets[EM]bowl with spoon[EM],1.0,0,emoji_annotations_text,"[':sweat_droplets:', ':sweat_droplets:', ':bowl_with_spoon:']",[EM]sweat droplets[EM]sweat droplets[EM]bowl with spoon[EM],"[':sweat_droplets:', ':sweat_droplets:', ':bowl_with_spoon:']",3,False
1910,thin soup,[EM]steaming bowl[EM],1.0,0,emoji_annotations_text,[':steaming_bowl:'],[EM]steaming bowl[EM],[':steaming_bowl:'],1,False
1911,thin soup,[EM]pinching hand[EM]fondue[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':fondue:']",[EM]fondue[EM]pinching hand[EM],"[':fondue:', ':pinching_hand:']",2,False
1912,thin soup,[EM]pinching hand[EM]straight ruler[EM]bowl with spoon[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':straight_ruler:', ':bowl_with_spoon:']",[EM]straight ruler[EM]pinching hand[EM]bowl with spoon[EM],"[':straight_ruler:', ':pinching_hand:', ':bowl_with_spoon:']",3,False
1913,thin soup,[EM]pinching hand[EM]bowl with spoon[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':bowl_with_spoon:']",[EM]bowl with spoon[EM]pinching hand[EM],"[':bowl_with_spoon:', ':pinching_hand:']",2,False
1914,thin soup,[EM]cocktail glass[EM]spoon[EM],0.5,1,baseline_text,"[':cocktail_glass:', ':spoon:']",[EM]spoon[EM]cocktail glass[EM],"[':spoon:', ':cocktail_glass:']",2,False
1915,thin soup,[EM]cocktail glass[EM]oil drum[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':oil_drum:']",[EM]oil drum[EM]cocktail glass[EM],"[':oil_drum:', ':cocktail_glass:']",2,False
1916,thin soup,[EM]cocktail glass[EM]helicopter[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':helicopter:']",[EM]helicopter[EM]cocktail glass[EM],"[':helicopter:', ':cocktail_glass:']",2,False
1917,thin soup,[EM]cocktail glass[EM]left-right arrow[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':left-right_arrow:']",[EM]left-right arrow[EM]cocktail glass[EM],"[':left-right_arrow:', ':cocktail_glass:']",2,False
1918,thin soup,[EM]goblin[EM]spoon[EM],0.1,2,semineg_text,"[':goblin:', ':spoon:']",[EM]spoon[EM]goblin[EM],"[':spoon:', ':goblin:']",2,False
1919,thin soup,[EM]goblin[EM]cigarette[EM],0.1,2,semineg_text,"[':goblin:', ':cigarette:']",[EM]cigarette[EM]goblin[EM],"[':cigarette:', ':goblin:']",2,False
1920,thin soup,[EM]goblin[EM]ice cream[EM],0.1,2,semineg_text,"[':goblin:', ':ice_cream:']",[EM]ice cream[EM]goblin[EM],"[':ice_cream:', ':goblin:']",2,False
1921,thin soup,[EM]goblin[EM]fog[EM],0.1,2,semineg_text,"[':goblin:', ':fog:']",[EM]fog[EM]goblin[EM],"[':fog:', ':goblin:']",2,False
1922,thin soup,[EM]person in motorized wheelchair medium-dark skin tone[EM]woman medium skin tone blond hair[EM],0.05,3,randneg_text,"[':person_in_motorized_wheelchair_medium-dark_skin_tone:', ':woman_medium_skin_tone_blond_hair:']",[EM]woman medium skin tone blond hair[EM]person in motorized wheelchair medium-dark skin tone[EM],"[':woman_medium_skin_tone_blond_hair:', ':person_in_motorized_wheelchair_medium-dark_skin_tone:']",2,False
1923,thin air,[EM]fog[EM],1.0,0,emoji_annotations_text,[':fog:'],[EM]fog[EM],[':fog:'],1,False
1924,thin air,[EM]hot springs[EM],1.0,0,emoji_annotations_text,[':hot_springs:'],[EM]hot springs[EM],[':hot_springs:'],1,False
1925,thin air,[EM]pinching hand[EM]leaf fluttering in wind[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':leaf_fluttering_in_wind:']",[EM]leaf fluttering in wind[EM]pinching hand[EM],"[':leaf_fluttering_in_wind:', ':pinching_hand:']",2,False
1926,thin air,[EM]leaf fluttering in wind[EM],1.0,0,emoji_annotations_text,[':leaf_fluttering_in_wind:'],[EM]leaf fluttering in wind[EM],[':leaf_fluttering_in_wind:'],1,False
1927,thin air,[EM]face with spiral eyes[EM]dashing away[EM],1.0,0,emoji_annotations_text,"[':face_with_spiral_eyes:', ':dashing_away:']",[EM]dashing away[EM]face with spiral eyes[EM],"[':dashing_away:', ':face_with_spiral_eyes:']",2,False
1928,thin air,[EM]leaf fluttering in wind[EM]pinching hand[EM],1.0,0,emoji_annotations_text,"[':leaf_fluttering_in_wind:', ':pinching_hand:']",[EM]pinching hand[EM]leaf fluttering in wind[EM],"[':pinching_hand:', ':leaf_fluttering_in_wind:']",2,False
1929,thin air,[EM]pinching hand[EM]straight ruler[EM]dashing away[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':straight_ruler:', ':dashing_away:']",[EM]straight ruler[EM]pinching hand[EM]dashing away[EM],"[':straight_ruler:', ':pinching_hand:', ':dashing_away:']",3,False
1930,thin air,[EM]pinched fingers light skin tone[EM]wind face[EM],1.0,0,emoji_annotations_text,"[':pinched_fingers_light_skin_tone:', ':wind_face:']",[EM]wind face[EM]pinched fingers light skin tone[EM],"[':wind_face:', ':pinched_fingers_light_skin_tone:']",2,False
1931,thin air,[EM]cocktail glass[EM]helicopter[EM],0.5,1,baseline_text,"[':cocktail_glass:', ':helicopter:']",[EM]helicopter[EM]cocktail glass[EM],"[':helicopter:', ':cocktail_glass:']",2,False
1932,thin air,[EM]cocktail glass[EM]oil drum[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':oil_drum:']",[EM]oil drum[EM]cocktail glass[EM],"[':oil_drum:', ':cocktail_glass:']",2,False
1933,thin air,[EM]cocktail glass[EM]spoon[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':spoon:']",[EM]spoon[EM]cocktail glass[EM],"[':spoon:', ':cocktail_glass:']",2,False
1934,thin air,[EM]cocktail glass[EM]left-right arrow[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':left-right_arrow:']",[EM]left-right arrow[EM]cocktail glass[EM],"[':left-right_arrow:', ':cocktail_glass:']",2,False
1935,thin air,[EM]goblin[EM]spoon[EM],0.1,2,semineg_text,"[':goblin:', ':spoon:']",[EM]spoon[EM]goblin[EM],"[':spoon:', ':goblin:']",2,False
1936,thin air,[EM]goblin[EM]cigarette[EM],0.1,2,semineg_text,"[':goblin:', ':cigarette:']",[EM]cigarette[EM]goblin[EM],"[':cigarette:', ':goblin:']",2,False
1937,thin air,[EM]goblin[EM]ice cream[EM],0.1,2,semineg_text,"[':goblin:', ':ice_cream:']",[EM]ice cream[EM]goblin[EM],"[':ice_cream:', ':goblin:']",2,False
1938,thin air,[EM]goblin[EM]fog[EM],0.1,2,semineg_text,"[':goblin:', ':fog:']",[EM]fog[EM]goblin[EM],"[':fog:', ':goblin:']",2,False
1939,thin air,[EM]play button[EM]men holding hands medium-dark skin tone light skin tone[EM],0.05,3,randneg_text,"[':play_button:', ':men_holding_hands_medium-dark_skin_tone_light_skin_tone:']",[EM]men holding hands medium-dark skin tone light skin tone[EM]play button[EM],"[':men_holding_hands_medium-dark_skin_tone_light_skin_tone:', ':play_button:']",2,False
1940,thin line,[EM]pinching hand[EM]writing hand[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':writing_hand:']",[EM]writing hand[EM]pinching hand[EM],"[':writing_hand:', ':pinching_hand:']",2,False
1941,thin line,[EM]hot springs[EM]pencil[EM]memo[EM],1.0,0,emoji_annotations_text,"[':hot_springs:', ':pencil:', ':memo:']",[EM]pencil[EM]hot springs[EM]memo[EM],"[':pencil:', ':hot_springs:', ':memo:']",3,False
1942,thin line,[EM]pinching hand[EM]straight ruler[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':straight_ruler:']",[EM]straight ruler[EM]pinching hand[EM],"[':straight_ruler:', ':pinching_hand:']",2,False
1943,thin line,[EM]memo[EM],1.0,0,emoji_annotations_text,[':memo:'],[EM]memo[EM],[':memo:'],1,False
1944,thin line,[EM]straight ruler[EM]pinching hand[EM]chart decreasing[EM],1.0,0,emoji_annotations_text,"[':straight_ruler:', ':pinching_hand:', ':chart_decreasing:']",[EM]pinching hand[EM]straight ruler[EM]chart decreasing[EM],"[':pinching_hand:', ':straight_ruler:', ':chart_decreasing:']",3,False
1945,thin line,[EM]pinching hand[EM]pen[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':pen:']",[EM]pen[EM]pinching hand[EM],"[':pen:', ':pinching_hand:']",2,False
1946,thin line,[EM]pinching hand[EM]straight ruler[EM]minus[EM],1.0,0,emoji_annotations_text,"[':pinching_hand:', ':straight_ruler:', ':minus:']",[EM]straight ruler[EM]pinching hand[EM]minus[EM],"[':straight_ruler:', ':pinching_hand:', ':minus:']",3,False
1947,thin line,[EM]pinched fingers light skin tone[EM]wavy dash[EM],1.0,0,emoji_annotations_text,"[':pinched_fingers_light_skin_tone:', ':wavy_dash:']",[EM]wavy dash[EM]pinched fingers light skin tone[EM],"[':wavy_dash:', ':pinched_fingers_light_skin_tone:']",2,False
1948,thin line,[EM]cocktail glass[EM]left-right arrow[EM],0.5,1,baseline_text,"[':cocktail_glass:', ':left-right_arrow:']",[EM]left-right arrow[EM]cocktail glass[EM],"[':left-right_arrow:', ':cocktail_glass:']",2,False
1949,thin line,[EM]cocktail glass[EM]oil drum[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':oil_drum:']",[EM]oil drum[EM]cocktail glass[EM],"[':oil_drum:', ':cocktail_glass:']",2,False
1950,thin line,[EM]cocktail glass[EM]spoon[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':spoon:']",[EM]spoon[EM]cocktail glass[EM],"[':spoon:', ':cocktail_glass:']",2,False
1951,thin line,[EM]cocktail glass[EM]helicopter[EM],0.1,2,semineg_text,"[':cocktail_glass:', ':helicopter:']",[EM]helicopter[EM]cocktail glass[EM],"[':helicopter:', ':cocktail_glass:']",2,False
