,query,relevant_doc,relevant_score,set_name
596,domestic happiness,[EM]people hugging[EM]house with garden[EM]smiling face with smiling eyes[EM]house with garden[EM],0.9892064332962036,baseline
597,domestic happiness,[EM]grinning face with smiling eyes[EM]house[EM],0.8480539917945862,baseline
598,domestic happiness,[EM]smiling face with hearts[EM]house[EM],0.9459244012832642,baseline
599,domestic happiness,[EM]smiling face with hearts[EM]house with garden[EM]family[EM]family woman woman boy[EM]family man man boy[EM]family man girl[EM]family woman boy[EM],0.9714236855506897,baseline
600,domestic happiness,[EM]grinning face with big eyes[EM]house[EM],0.9244343638420105,baseline
601,domestic happiness,[EM]beaming face with smiling eyes[EM]girl[EM]face with tears of joy[EM],0.9902415871620178,baseline
602,domestic happiness,[EM]smiling face with hearts[EM]house with garden[EM]baby bottle[EM]baby[EM]money bag[EM],0.8757852911949158,baseline
603,domestic happiness,[EM]grinning face with big eyes[EM]grinning face[EM]grinning face with smiling eyes[EM],0.994324266910553,baseline
604,domestic happiness,[EM]Japanese congratulations button[EM]water buffalo[EM],0.16163882613182068,baseline
605,domestic worry,[EM]classical building[EM]house[EM]woman police officer[EM]chart increasing[EM]Singapore[EM],0.2739488184452057,baseline
606,domestic worry,[EM]pleading face[EM]house[EM],0.8918589949607849,baseline
607,domestic worry,[EM]confounded face[EM]house[EM],0.4395856559276581,baseline
608,domestic worry,[EM]pleading face[EM]house with garden[EM]worried face[EM],0.9747028946876526,baseline
609,domestic worry,[EM]worried face[EM]house[EM],0.7397106289863586,baseline
610,domestic worry,[EM]worried face[EM]girl[EM]anxious face with sweat[EM],0.2988618016242981,baseline
611,domestic worry,[EM]derelict house[EM]worried face[EM]money with wings[EM]bowl with spoon[EM]baby[EM],0.9941548705101013,baseline
612,domestic worry,[EM]woman frowning[EM]house[EM],0.23930272459983826,baseline
613,domestic worry,[EM]worried face[EM]water buffalo[EM],0.40070924162864685,baseline
614,dry climate,[EM]sun[EM]sun[EM]sun[EM]hot face[EM],0.9965303540229797,train
615,dry climate,[EM]sun[EM]desert[EM],0.9198796153068542,baseline
616,dry climate,[EM]desert[EM]non-potable water[EM]cactus[EM],0.8558050990104675,baseline
617,dry climate,[EM]hot face[EM]cactus[EM]hot face[EM]hot face[EM]hot face[EM],0.09143988788127899,baseline
618,dry climate,[EM]wind face[EM]sun[EM],0.47071921825408936,baseline
619,dry climate,[EM]thermometer[EM]cactus[EM],0.47173911333084106,baseline
620,dry climate,[EM]globe showing Americas[EM]hot springs[EM]thermometer[EM],0.9734238982200623,baseline
621,dry climate,[EM]fish[EM]cloud with rain[EM],0.2174600213766098,baseline
622,dry critique,[EM]face with symbols on mouth[EM]desert[EM],0.9937825798988342,baseline
623,dry critique,[EM]speaking head[EM]man pouting[EM]speech balloon[EM],0.9933466911315918,baseline
624,dry critique,[EM]speaking head[EM]desert[EM],0.8943334817886353,baseline
625,dry critique,[EM]face with rolling eyes[EM]weary face[EM]writing hand light skin tone[EM]memo[EM],0.32620924711227417,baseline
626,dry critique,[EM]disappointed face[EM]face with steam from nose[EM],0.3394996225833893,baseline
627,dry critique,[EM]speaking head[EM]thumbs down[EM],0.21117053925991058,baseline
628,dry critique,[EM]face with symbols on mouth[EM]sun[EM],0.15605829656124115,baseline
629,dry critique,[EM]teacher[EM]hot springs[EM],0.9669412970542908,baseline
630,dry critique,[EM]stopwatch[EM]cloud with rain[EM],0.17359592020511627,baseline
631,dry greeting,[EM]partying face[EM]desert[EM],0.823013186454773,baseline
632,dry greeting,[EM]unamused face[EM]waving hand[EM]neutral face[EM]expressionless face[EM],0.993294358253479,baseline
633,dry greeting,[EM]woman raising hand[EM]desert[EM],0.9277644157409668,baseline
634,dry greeting,[EM]neutral face[EM]face without mouth[EM]expressionless face[EM]waving hand[EM],0.9850940704345703,baseline
635,dry greeting,[EM]expressionless face[EM]person raising hand[EM]expressionless face[EM]expressionless face[EM],0.9923660159111023,baseline
636,dry greeting,[EM]face with rolling eyes[EM]waving hand[EM],0.9197712540626526,baseline
637,dry greeting,[EM]woman raising hand light skin tone[EM]sun[EM],0.8556951880455017,baseline
638,dry greeting,[EM]waving hand[EM]hot springs[EM],0.9698783755302429,baseline
639,dry greeting,[EM]handshake[EM]cloud with rain[EM],0.32618120312690735,baseline
640,dry land,[EM]cityscape[EM]desert island[EM]sun[EM],0.9635040163993835,baseline
641,dry land,[EM]desert island[EM]desert[EM],0.9975862503051758,baseline
642,dry land,[EM]desert[EM]hot face[EM]prohibited[EM]COOL button[EM],0.93222975730896,baseline
643,dry land,[EM]desert island[EM]tornado[EM],0.9963916540145874,baseline
644,dry land,[EM]desert island[EM]umbrella on ground[EM],0.9957345128059387,baseline
645,dry land,[EM]desert[EM]sun[EM],0.9235371351242065,baseline
646,dry land,[EM]sunset[EM]hot springs[EM],-0.012388081289827824,baseline
647,dry land,[EM]tractor[EM]cloud with rain[EM],0.42880216240882874,baseline
648,dry paint,[EM]sweat droplets[EM]cross mark[EM]artist palette[EM],0.9950939416885376,baseline
649,dry paint,[EM]person gesturing NO[EM]paintbrush[EM]sweat droplets[EM],0.48639413714408875,baseline
650,dry paint,[EM]artist palette[EM]desert[EM],0.984935998916626,baseline
651,dry paint,[EM]artist palette[EM]non-potable water[EM],0.9965066313743591,baseline
652,dry paint,[EM]artist palette[EM]tornado[EM],0.9777892231941223,baseline
653,dry paint,[EM]nail polish[EM]wind face[EM],0.9863967299461365,baseline
654,dry paint,[EM]artist palette[EM]sun[EM],0.332965224981308,baseline
655,dry paint,[EM]paintbrush[EM]hot springs[EM],0.9944265484809875,baseline
656,dry paint,[EM]artist palette[EM]cloud with rain[EM],0.48078516125679016,baseline
657,dull day,[EM]yawning face[EM]expressionless face[EM]tear-off calendar[EM],0.913794994354248,baseline
658,dull day,[EM]cityscape[EM]sun behind large cloud[EM],0.23262076079845428,baseline
659,dull day,[EM]calendar[EM]expressionless face[EM],0.9649454951286316,baseline
660,dull day,[EM]new moon face[EM]new moon[EM],0.9899975657463074,baseline
661,dull day,[EM]sun behind large cloud[EM]fog[EM],0.9047949314117432,baseline
662,dull day,[EM]eleven-thirty[EM]thumbs down[EM],0.9041059613227844,baseline
663,dull day,[EM]worried face[EM]sad but relieved face[EM],0.52434903383255,baseline
664,dull day,[EM]bouquet[EM]nerd face[EM],0.08715500682592392,baseline
665,dull glow,[EM]glowing star[EM]fog[EM],0.7269772291183472,baseline
666,dull glow,[EM]light bulb[EM]fog[EM],0.717155933380127,baseline
667,dull glow,[EM]cross mark[EM]light bulb[EM]glowing star[EM],0.5915567278862,baseline
668,dull glow,[EM]glowing star[EM]new moon[EM],0.9348791241645813,baseline
669,dull glow,[EM]sunglasses[EM]light bulb[EM]unamused face[EM],0.6506633758544922,baseline
670,dull glow,[EM]glowing star[EM]thumbs down[EM],0.8459008932113647,baseline
671,dull glow,[EM]light bulb[EM]cross mark[EM]candle[EM],0.20335085690021515,baseline
672,dull glow,[EM]star[EM]fog[EM],0.7664890885353088,baseline
673,dull glow,[EM]glowing star[EM]nerd face[EM],0.08872056752443314,baseline
674,dull mood,[EM]yawning face[EM]expressionless face[EM],0.9320465922355652,baseline
675,dull mood,[EM]expressionless face[EM]confused face[EM]face without mouth[EM],0.811843752861023,baseline
676,dull mood,[EM]unamused face[EM]yawning face[EM],0.9583305716514587,baseline
677,dull mood,[EM]face with steam from nose[EM]thumbs down[EM],0.3953567445278168,baseline
678,dull mood,[EM]sleepy face[EM]pensive face[EM],0.4696800410747528,baseline
679,dull mood,[EM]crying face[EM]nerd face[EM],0.37374597787857056,baseline
680,dull play,[EM]yawning face[EM]expressionless face[EM]soccer ball[EM],0.9965218305587769,baseline
681,dull play,[EM]piñata[EM]expressionless face[EM]teddy bear[EM],0.9966928362846375,baseline
682,dull play,[EM]performing arts[EM]yawning face[EM],0.9977625608444214,baseline
683,dull play,[EM]soccer ball[EM]unamused face[EM],0.9911710023880005,baseline
684,dull play,[EM]basketball[EM]thumbs down[EM],0.9952701330184937,baseline
685,dull play,[EM]video game[EM]sleepy face[EM],0.021655743941664696,baseline
686,dull play,[EM]confused face[EM]performing arts[EM],0.9980591535568237,baseline
687,dull play,[EM]play button[EM]nerd face[EM],0.16171962022781372,baseline
688,dull silver,[EM]2nd place medal[EM]fog[EM],0.7973716259002686,baseline
689,dull silver,[EM]fork and knife[EM]fog[EM]spoon[EM],0.9005371928215027,baseline
690,dull silver,[EM]cross mark[EM]ring[EM]glowing star[EM],0.23009052872657776,baseline
691,dull silver,[EM]2nd place medal[EM]new moon[EM],0.38878223299980164,baseline
692,dull silver,[EM]gear[EM]2nd place medal[EM]new moon[EM],0.18659497797489166,baseline
693,dull silver,[EM]ring[EM]black small square[EM],0.35848453640937805,baseline
694,dull silver,[EM]pensive face[EM]2nd place medal[EM],0.49480554461479187,baseline
695,dull silver,[EM]coin[EM]fog[EM],0.576415479183197,baseline
696,dull silver,[EM]2nd place medal[EM]nerd face[EM],0.09948930889368057,baseline
697,dull sky,[EM]yawning face[EM]expressionless face[EM]fog[EM],0.9861477017402649,baseline
698,dull sky,[EM]cloud with rain[EM]sun behind large cloud[EM]window[EM],0.8592515587806702,baseline
699,dull sky,[EM]night with stars[EM]new moon[EM],0.7933492064476013,baseline
700,dull sky,[EM]fog[EM]unamused face[EM],0.9706756472587585,baseline
701,dull sky,[EM]cloud with lightning and rain[EM]black small square[EM],0.8465139269828796,baseline
702,dull sky,[EM]fog[EM]cloud with lightning[EM],0.9728052616119385,baseline
703,dull sky,[EM]cityscape at dusk[EM]nerd face[EM],0.18718881905078888,baseline
704,effective entrance,[EM]door[EM]thumbs up[EM],0.9875056743621826,baseline
705,effective entrance,[EM]door[EM]thumbs up[EM]person[EM],0.9935040473937988,baseline
706,effective entrance,[EM]clapping hands[EM]woman dancing[EM],0.7629208564758301,baseline
707,effective entrance,[EM]clinking glasses[EM]door[EM],0.9943360090255737,baseline
708,effective entrance,[EM]right arrow[EM]thumbs up[EM],0.7031754851341248,baseline
709,effective entrance,[EM]door[EM]dashing away[EM],0.5101473927497864,baseline
710,effective entrance,[EM]door[EM]thumbs up[EM]unlocked[EM],0.9968960285186768,baseline
711,effective entrance,[EM]door[EM]ambulance[EM],0.13831013441085815,baseline
712,effective reprimand,[EM]face with symbols on mouth[EM]thumbs up[EM],0.544807493686676,baseline
713,effective reprimand,[EM]speaking head[EM]face with steam from nose[EM]speech balloon[EM],0.49032628536224365,baseline
714,effective reprimand,[EM]deaf woman[EM]speaking head[EM]thumbs up[EM],0.3907771706581116,baseline
715,effective reprimand,[EM]angry face[EM]thumbs up[EM]pouting face[EM]face with steam from nose[EM],0.994789719581604,baseline
716,effective reprimand,[EM]face with steam from nose[EM]face with steam from nose[EM]pensive face[EM]pensive face[EM]pensive face[EM]sad but relieved face[EM],0.17843620479106903,test
717,effective reprimand,[EM]thumbs up[EM]pouting face[EM],0.9603380560874939,baseline
718,effective reprimand,[EM]face with symbols on mouth[EM]dashing away[EM],0.28883737325668335,baseline
719,effective reprimand,[EM]face with steam from nose[EM]thumbs up[EM],0.4410962760448456,baseline
720,effective reprimand,[EM]anguished face[EM]ambulance[EM],0.41162124276161194,baseline
721,effective step,[EM]ladder[EM]thumbs up[EM],0.8509246706962585,baseline
722,effective step,[EM]footprints[EM]thumbs up[EM]right arrow[EM],0.9894493222236633,baseline
723,effective step,[EM]ladder[EM]clapping hands[EM],0.8883007168769836,baseline
724,effective step,[EM]footprints[EM]thumbs up[EM]light bulb[EM]speech balloon[EM],0.9963839650154114,baseline
725,effective step,[EM]hundred points[EM]hundred points[EM]hundred points[EM]sparkles[EM],0.9957718849182129,train
726,effective step,[EM]person walking[EM]thumbs up[EM],0.3281443417072296,baseline
727,effective step,[EM]ladder[EM]dashing away[EM],0.44589707255363464,baseline
728,effective step,[EM]footprints[EM]thumbs up[EM],0.9777145385742188,baseline
729,effective step,[EM]motor scooter[EM]ambulance[EM],0.06131988763809204,baseline
730,exotic cuisine,[EM]fork and knife with plate[EM]OK hand[EM],0.27393054962158203,baseline
731,exotic cuisine,[EM]shallow pan of food[EM]alien[EM],0.9576106667518616,baseline
732,exotic cuisine,[EM]Montenegro[EM]Venezuela[EM]Myanmar (Burma)[EM]taco[EM]bento box[EM]sushi[EM],0.9981480240821838,baseline
733,exotic cuisine,[EM]stuffed flatbread[EM]smiling face with horns[EM],0.9692315459251404,baseline
734,exotic cuisine,[EM]croissant[EM]bento box[EM]pizza[EM],0.5886713862419128,baseline
735,exotic cuisine,[EM]mouth[EM]exploding head[EM]cup with straw[EM]bread[EM],0.9871225953102112,baseline
736,exotic cuisine,[EM]cook[EM]thinking face[EM]taco[EM],0.7911261916160583,baseline
737,exotic cuisine,[EM]clinking glasses[EM]globe showing Asia-Australia[EM],0.40446552634239197,baseline
738,exotic cuisine,[EM]cooked rice[EM]pizza[EM],0.5159915685653687,baseline
739,far country,[EM]left-right arrow[EM]globe showing Americas[EM]globe showing Asia-Australia[EM],0.8533439636230469,baseline
740,far country,[EM]airplane departure[EM]luggage[EM]twelve-thirty[EM],0.9971365332603455,baseline
741,far country,[EM]Åland Islands[EM]face with spiral eyes[EM],0.9956759810447693,baseline
742,far country,[EM]SOON arrow[EM]prohibited[EM]United States[EM]Clipperton Island[EM]Côte d’Ivoire[EM]Ascension Island[EM]Åland Islands[EM],0.997444748878479,baseline
743,far country,[EM]left-right arrow[EM]world map[EM],0.9392954707145691,baseline
744,far country,[EM]passenger ship[EM]world map[EM]airplane departure[EM],0.7769092321395874,baseline
745,far country,[EM]right arrow curving up[EM]globe showing Americas[EM]up-right arrow[EM],0.5936101078987122,baseline
746,far country,[EM]map of Japan[EM]dashing away[EM],0.33768776059150696,baseline
747,far journey,[EM]world map[EM]stopwatch[EM]smiling face with tear[EM],0.9949007630348206,baseline
748,far journey,[EM]motorway[EM]footprints[EM],0.9953776597976685,baseline
749,far journey,[EM]world map[EM]sleepy face[EM],0.9914268255233765,baseline
750,far journey,[EM]automobile[EM]hourglass not done[EM]airplane[EM]railway track[EM],0.9961669445037842,baseline
751,far journey,[EM]ship[EM]railway track[EM]world map[EM],0.9927915334701538,baseline
752,far journey,[EM]bus[EM]motorway[EM],0.918214738368988,baseline
753,far journey,[EM]telescope[EM]world map[EM],0.9958111047744751,baseline
754,far journey,[EM]left luggage[EM]dashing away[EM],0.13687999546527863,baseline
755,far side,[EM]globe showing Americas[EM]person standing[EM]person standing[EM],0.9943627715110779,baseline
756,far side,[EM]motorway[EM]down-left arrow[EM],0.988656759262085,baseline
757,far side,[EM]backhand index pointing right[EM]sleepy face[EM],0.8441000580787659,baseline
758,far side,[EM]SOON arrow[EM]prohibited[EM]straight ruler[EM],0.9953383803367615,baseline
759,far side,[EM]raised back of hand[EM]bridge at night[EM],0.4294684827327728,baseline
760,far trek,[EM]sheaf of rice[EM]person walking[EM]snow-capped mountain[EM]compass[EM],0.9946395754814148,baseline
761,far trek,[EM]person walking[EM]woman walking[EM]sweat droplets[EM],0.9937554001808167,baseline
762,far trek,[EM]woman walking[EM]face with spiral eyes[EM],0.9901668429374695,baseline
763,far trek,[EM]SOON arrow[EM]prohibited[EM]hiking boot[EM]person walking[EM],0.9689029455184937,baseline
764,far trek,[EM]world map[EM]man climbing[EM],0.991195797920227,baseline
765,far trek,[EM]hiking boot[EM]man walking[EM],0.9952379465103149,baseline
766,far trek,[EM]backpack[EM]person walking[EM]evergreen tree[EM]evergreen tree[EM],0.986338198184967,baseline
767,far trek,[EM]snow-capped mountain[EM]dashing away[EM],0.4406362771987915,baseline
768,foreign accent,[EM]speaking head[EM]airplane[EM],0.4882044196128845,baseline
769,foreign accent,[EM]speaking head[EM]alien[EM],0.7698311805725098,baseline
770,foreign accent,[EM]Montenegro[EM]Venezuela[EM]Myanmar (Burma)[EM]studio microphone[EM]speaking head[EM],0.9981462359428406,baseline
771,foreign accent,[EM]thinking face[EM]speaker high volume[EM]red question mark[EM]red question mark[EM],0.9917842745780945,baseline
772,foreign accent,[EM]Japan[EM]France[EM]woman curly hair[EM],0.9983678460121155,baseline
773,foreign accent,[EM]speaking head[EM]airplane[EM]ear[EM],0.6660714745521545,baseline
774,foreign accent,[EM]woman shrugging[EM]speaking head[EM],0.37688666582107544,baseline
775,foreign accent,[EM]speaking head[EM]globe showing Asia-Australia[EM],0.9893558025360107,baseline
776,foreign accent,[EM]anxious face with sweat[EM]sneezing face[EM],0.44759833812713623,baseline
777,foreign city,[EM]cityscape[EM]airplane[EM],0.9448439478874207,baseline
778,foreign city,[EM]cityscape[EM]alien[EM],0.996614396572113,baseline
779,foreign city,[EM]Montenegro[EM]Venezuela[EM]Myanmar (Burma)[EM]cityscape at dusk[EM],0.9979398846626282,baseline
780,foreign city,[EM]red question mark[EM]red question mark[EM]cityscape at dusk[EM],0.9975797533988953,train
781,foreign city,[EM]Georgia[EM]Czechia[EM]Ghana[EM],0.9982782006263733,baseline
782,foreign city,[EM]desert island[EM]airplane[EM],0.30548080801963806,baseline
783,foreign city,[EM]British Indian Ocean Territory[EM]luggage[EM],0.9825259447097778,baseline
784,foreign city,[EM]cityscape[EM]globe showing Asia-Australia[EM],0.9870205521583557,baseline
785,foreign city,[EM]cityscape[EM]sneezing face[EM],0.3426518142223358,baseline
786,foreign nation,[EM]world map[EM]airplane[EM],0.48881104588508606,baseline
787,foreign nation,[EM]United Nations[EM]alien[EM],0.9958457946777344,baseline
788,foreign nation,[EM]Montenegro[EM]Venezuela[EM]Myanmar (Burma)[EM]United Nations[EM],0.9969274997711182,baseline
789,foreign nation,[EM]red question mark[EM]red question mark[EM]St. Barthélemy[EM]Northern Mariana Islands[EM]Diego Garcia[EM]Tristan da Cunha[EM],0.99701988697052,train
790,foreign nation,[EM]Åland Islands[EM]Afghanistan[EM]Albania[EM],0.9967873096466064,baseline
791,foreign nation,[EM]desert island[EM]airplane[EM],0.23819440603256226,baseline
792,foreign nation,[EM]British Indian Ocean Territory[EM]luggage[EM]Bosnia & Herzegovina[EM]Guyana[EM]Equatorial Guinea[EM]crossed flags[EM]Georgia[EM],0.9937843680381775,baseline
793,foreign nation,[EM]United Kingdom[EM]globe showing Asia-Australia[EM],0.946768045425415,baseline
794,foreign nation,[EM]Mauritius[EM]sneezing face[EM],0.07702716439962387,baseline
795,fresh air,[EM]face exhaling[EM]wind face[EM],0.9014362692832947,baseline
796,fresh air,[EM]thumbs up[EM]globe showing Europe-Africa[EM]dashing away[EM]multiply[EM]cigarette[EM],0.4211563467979431,baseline
797,fresh air,[EM]airplane[EM]NEW button[EM],0.4018040895462036,baseline
798,fresh air,[EM]sparkles[EM]wind face[EM],0.9820240139961243,baseline
799,fresh air,[EM]nose[EM]dashing away[EM]no smoking[EM],0.45569542050361633,baseline
800,fresh air,[EM]dashing away[EM]soap[EM],0.8097398281097412,baseline
801,fresh air,[EM]mountain[EM]sun[EM]dashing away[EM]leaf fluttering in wind[EM]leaf fluttering in wind[EM],0.824567437171936,baseline
802,fresh air,[EM]tornado[EM]face savoring food[EM],0.7663736343383789,baseline
803,fresh air,[EM]helicopter[EM]turtle[EM],0.3204941153526306,baseline
804,fresh bread,[EM]bread[EM]grinning face[EM],0.9912944436073303,baseline
805,fresh bread,[EM]alarm clock[EM]control knobs[EM]bread[EM]hot springs[EM],0.9979324340820312,baseline
806,fresh bread,[EM]bread[EM]NEW button[EM],0.997193455696106,baseline
807,fresh bread,[EM]bread[EM]sparkles[EM],0.9975071549415588,baseline
808,fresh bread,[EM]timer clock[EM]bread[EM]hot springs[EM],0.9886868596076965,baseline
809,fresh bread,[EM]bread[EM]soap[EM],0.9968643188476562,baseline
810,fresh bread,[EM]hourglass done[EM]man cook[EM]bread[EM],0.43843045830726624,baseline
811,fresh bread,[EM]bread[EM]cook[EM],0.9926452040672302,baseline
812,fresh bread,[EM]bread[EM]face savoring food[EM],0.9785336852073669,baseline
813,fresh bread,[EM]bread[EM]woman tipping hand[EM],0.8671577572822571,baseline
814,fresh lettuce,[EM]leafy green[EM]woman farmer[EM],0.996168315410614,baseline
815,fresh lettuce,[EM]leafy green[EM]NEW button[EM],0.992464005947113,baseline
816,fresh lettuce,[EM]leafy green[EM]sparkles[EM],0.9963923692703247,baseline
817,fresh lettuce,[EM]leafy green[EM]man farmer[EM],0.996680736541748,baseline
818,fresh lettuce,[EM]leafy green[EM]soap[EM],0.9936753511428833,baseline
819,fresh lettuce,[EM]leafy green[EM]leaf fluttering in wind[EM]leaf fluttering in wind[EM],0.9960824847221375,baseline
820,fresh lettuce,[EM]leafy green[EM]farmer[EM]leafy green[EM],0.9966735243797302,baseline
821,fresh lettuce,[EM]leafy green[EM]face savoring food[EM],0.9857966899871826,baseline
822,fresh lettuce,[EM]green salad[EM]woman tipping hand[EM],0.821067750453949,baseline
823,fresh scent,[EM]nose[EM]wind face[EM]OK hand[EM]relieved face[EM],0.7645801305770874,baseline
824,fresh scent,[EM]nose[EM]dashing away[EM]grinning face with big eyes[EM],0.957920491695404,baseline
825,fresh scent,[EM]nose[EM]NEW button[EM],0.8618467450141907,baseline
826,fresh scent,[EM]dashing away[EM]sparkles[EM]smiling face with heart-eyes[EM],0.9901853799819946,baseline
827,fresh scent,[EM]lemon[EM]tangerine[EM]nose[EM],0.997774600982666,baseline
828,fresh scent,[EM]nose[EM]soap[EM]dashing away[EM],0.9964322447776794,baseline
829,fresh scent,[EM]shower[EM]boy[EM]soap[EM]hibiscus[EM],0.22931523621082306,baseline
830,fresh scent,[EM]nose[EM]face savoring food[EM],0.9499369263648987,baseline
831,fresh scent,[EM]lemon[EM]turtle[EM],0.37605583667755127,baseline
832,full attention,[EM]red exclamation mark[EM]hundred points[EM],0.9579718708992004,baseline
833,full attention,[EM]face with monocle[EM]woman[EM]exploding head[EM],0.9933875203132629,baseline
834,full attention,[EM]man technologist[EM]nerd face[EM]man teacher[EM]man student[EM],0.9939283728599548,baseline
835,full attention,[EM]writing hand[EM]face with monocle[EM],0.9934754371643066,baseline
836,full attention,[EM]ear with hearing aid[EM]man raising hand[EM]school[EM],0.9924429059028625,baseline
837,full attention,[EM]bellhop bell[EM]full moon[EM],0.44170790910720825,baseline
838,full auditorium,[EM]person[EM]ticket[EM]man[EM]person curly hair[EM]woman curly hair[EM]Japanese no vacancy button[EM],-0.20956048369407654,baseline
839,full auditorium,[EM]man standing[EM]man standing[EM]man standing[EM]man standing[EM]man standing[EM]man standing[EM]man standing[EM]man standing[EM]man standing[EM]synagogue[EM],0.9914836883544922,train
840,full auditorium,[EM]man technologist[EM]woman technologist[EM]school[EM],0.9978381991386414,baseline
841,full auditorium,[EM]flying saucer[EM]cross mark[EM]stadium[EM],-0.16338446736335754,baseline
842,full auditorium,[EM]school[EM]Japanese no vacancy button[EM],0.07799369841814041,baseline
843,full auditorium,[EM]school[EM]fuel pump[EM],0.9928534626960754,baseline
844,full auditorium,[EM]admission tickets[EM]admission tickets[EM]performing arts[EM],0.9964434504508972,train
845,full auditorium,[EM]person bouncing ball[EM]full moon[EM],0.051131732761859894,baseline
846,full game,[EM]FREE button[EM]hundred points[EM]video game[EM],0.9984368085861206,baseline
847,full game,[EM]basketball[EM]bullseye[EM],-0.05283353850245476,baseline
848,full game,[EM]hundred points[EM]video game[EM],0.9975461363792419,baseline
849,full game,[EM]chequered flag[EM]video game[EM],0.9965654611587524,baseline
850,full game,[EM]video game[EM]thumbs up[EM],0.9848657250404358,baseline
851,full game,[EM]alien monster[EM]twelve o’clock[EM],0.1830788552761078,baseline
852,full game,[EM]men holding hands[EM]video game[EM]men holding hands[EM],0.9497096538543701,baseline
853,full game,[EM]video game[EM]full moon[EM],0.5848970413208008,baseline
854,full glass,[EM]plus[EM]glass of milk[EM]potable water[EM]potable water[EM]potable water[EM]potable water[EM]potable water[EM]Japanese no vacancy button[EM],0.9926215410232544,baseline
855,full glass,[EM]Japanese no vacancy button[EM]glass of milk[EM],0.6197975277900696,baseline
856,full glass,[EM]glass of milk[EM]hundred points[EM],0.9987227320671082,baseline
857,full glass,[EM]glass of milk[EM]potable water[EM],0.9962884187698364,baseline
858,full glass,[EM]check mark button[EM]potable water[EM],0.8191929459571838,baseline
859,full glass,[EM]clinking glasses[EM]glass of milk[EM],0.97873854637146,baseline
860,full glass,[EM]glass of milk[EM]full moon[EM],0.6777404546737671,baseline
861,full life,[EM]family man woman girl boy[EM]heart suit[EM]briefcase[EM]money bag[EM]money bag[EM]money bag[EM]hundred points[EM],0.5304661989212036,baseline
862,full life,[EM]snow-capped mountain[EM]moon viewing ceremony[EM]sunrise over mountains[EM],0.4909527003765106,baseline
863,full life,[EM]smiling face[EM]smiling face with hearts[EM]house with garden[EM],0.995628297328949,baseline
864,full life,[EM]smiling face with smiling eyes[EM]party popper[EM]relieved face[EM]smiling face with open hands[EM]partying face[EM]star-struck[EM],0.9884840250015259,baseline
865,full life,[EM]heart suit[EM]smiling face with smiling eyes[EM],0.9742026329040527,baseline
866,full life,[EM]rolling on the floor laughing[EM]hot face[EM]hot face[EM]rolling on the floor laughing[EM],0.9941913485527039,baseline
867,full life,[EM]partying face[EM]grinning squinting face[EM]couple with heart[EM],0.39683178067207336,baseline
868,full life,[EM]pensive face[EM]full moon[EM],0.3510317802429199,baseline
869,heavy fog,[EM]foggy[EM]fog[EM]multiply[EM]hundred points[EM],0.9972031712532043,baseline
870,heavy fog,[EM]fog[EM]man lifting weights[EM],0.9861618280410767,baseline
871,heavy fog,[EM]face in clouds[EM]fog[EM],0.8014880418777466,baseline
872,heavy fog,[EM]face with raised eyebrow[EM]fog[EM],0.6201024651527405,baseline
873,heavy fog,[EM]face in clouds[EM]downcast face with sweat[EM],0.37715670466423035,baseline
874,heavy fog,[EM]dashing away[EM]fog[EM],0.9907932877540588,baseline
875,heavy fog,[EM]fog[EM]check mark[EM],0.34661316871643066,baseline
876,heavy load,[EM]package[EM]package[EM]package[EM]package[EM]package[EM]package[EM]package[EM]package[EM]package[EM]multiply[EM]hundred points[EM],0.9897305965423584,train
877,heavy load,[EM]backpack[EM]person lifting weights[EM],0.993687629699707,baseline
878,heavy load,[EM]package[EM]man lifting weights[EM],0.9966052770614624,baseline
879,heavy load,[EM]tractor[EM]person lifting weights light skin tone[EM]luggage[EM],0.9927778244018555,baseline
880,heavy load,[EM]person lifting weights[EM]collision[EM],0.9938501715660095,baseline
881,heavy load,[EM]package[EM]downcast face with sweat[EM],0.905902087688446,baseline
882,heavy load,[EM]purse[EM]flexed biceps[EM],0.47321707010269165,baseline
883,heavy load,[EM]credit card[EM]check mark[EM],0.4578552544116974,baseline
884,heavy metal,[EM]gear[EM]person lifting weights[EM],0.9864940643310547,baseline
885,heavy metal,[EM]link[EM]balance scale[EM],0.329890638589859,baseline
886,heavy metal,[EM]hammer and wrench[EM]person lifting weights light skin tone[EM]anchor[EM]link[EM]nut and bolt[EM]crossed swords[EM],0.6903280019760132,baseline
887,heavy metal,[EM]chains[EM]hammer and pick[EM],0.9955935478210449,baseline
888,heavy metal,[EM]rock[EM]downcast face with sweat[EM],0.9432601928710938,baseline
889,heavy metal,[EM]gear[EM]balance scale[EM],0.9596540927886963,baseline
890,heavy metal,[EM]anchor[EM]check mark[EM],0.4144577085971832,baseline
891,high building,[EM]office building[EM]TOP arrow[EM],0.944482147693634,baseline
892,high building,[EM]Tokyo tower[EM]TOP arrow[EM],0.9974594116210938,baseline
893,high building,[EM]Tokyo tower[EM]up arrow[EM],0.9973273873329163,baseline
894,high building,[EM]office building[EM]TOP arrow[EM]cityscape at dusk[EM],0.9772111177444458,baseline
895,high building,[EM]castle[EM]Tokyo tower[EM]Japanese castle[EM],0.9966088533401489,baseline
896,high building,[EM]cityscape[EM]up arrow[EM],0.9139396548271179,baseline
897,high building,[EM]office building[EM]ladder[EM],0.9541818499565125,baseline
